DATE,CURRENCY,IMPACT,EVENT,ACTUAL,FORECAST,PREVIOUS
2017-01-31 17:45:00,NZD,Low Impact Expected,Labor Cost Index q/q,0.4%,0.5%,0.4%
2017-01-31 18:30:00,AUD,Low Impact Expected,AIG Manufacturing Index,51.2,,55.4
2017-01-31 18:35:00,CAD,High Impact Expected,BOC Gov Poloz Speaks,,,
2017-01-31 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2017-01-31 20:01:00,GBP,Low Impact Expected,BRC Shop Price Index y/y,-1.7%,,-1.4%
2017-01-31 20:30:00,JPY,Low Impact Expected,Final Manufacturing PMI,52.7,52.8,52.8
2017-01-31 21:00:00,CNY,High Impact Expected,Manufacturing PMI,51.3,51.2,51.4
2017-01-31 21:00:00,CNY,Medium Impact Expected,Non-Manufacturing PMI,54.6,,54.5
2017-02-01 01:30:00,AUD,Low Impact Expected,Commodity Prices y/y,55.7%,,44.8%
2017-02-01 03:00:00,GBP,Low Impact Expected,Nationwide HPI m/m,0.2%,0.0%,0.8%
2017-02-01 04:15:00,EUR,Medium Impact Expected,Spanish Manufacturing PMI,55.6,55.1,55.3
2017-02-01 04:30:00,CHF,Low Impact Expected,Manufacturing PMI,54.6,56.1,56.0
2017-02-01 04:45:00,EUR,Low Impact Expected,Italian Manufacturing PMI,53.0,53.3,53.2
2017-02-01 04:50:00,EUR,Low Impact Expected,French Final Manufacturing PMI,53.6,53.4,53.4
2017-02-01 04:55:00,EUR,Low Impact Expected,German Final Manufacturing PMI,56.4,56.5,56.5
2017-02-01 05:00:00,EUR,Low Impact Expected,Final Manufacturing PMI,55.2,55.1,55.1
2017-02-01 05:30:00,GBP,High Impact Expected,Manufacturing PMI,55.9,55.9,56.1
2017-02-01 09:15:00,USD,High Impact Expected,ADP Non-Farm Employment Change,246K,165K,151K
2017-02-01 10:30:00,CAD,Low Impact Expected,Manufacturing PMI,53.5,,51.8
2017-02-01 10:45:00,USD,Low Impact Expected,Final Manufacturing PMI,55.0,55.1,55.1
2017-02-01 11:00:00,USD,High Impact Expected,ISM Manufacturing PMI,56.0,55.0,54.7
2017-02-01 11:00:00,USD,Low Impact Expected,Construction Spending m/m,-0.2%,0.2%,0.9%
2017-02-01 11:00:00,USD,Low Impact Expected,ISM Manufacturing Prices,69.0,66.0,65.5
2017-02-01 11:30:00,USD,High Impact Expected,Crude Oil Inventories,6.5M,2.6M,2.8M
2017-02-01 00:00:00,USD,Low Impact Expected,Total Vehicle Sales,17.6M,17.9M,18.4M
2017-02-01 15:00:00,USD,High Impact Expected,FOMC Statement,,,
2017-02-01 15:00:00,USD,High Impact Expected,Federal Funds Rate,<0.75%,<0.75%,<0.75%
2017-02-01 19:50:00,JPY,Low Impact Expected,Monetary Base y/y,22.6%,24.2%,23.1%
2017-02-01 00:00:00,CNY,Non-Economic,Bank Holiday,,,
2017-02-01 20:30:00,AUD,Medium Impact Expected,Building Approvals m/m,-1.2%,-1.7%,7.5%
2017-02-01 20:30:00,AUD,Medium Impact Expected,Trade Balance,3.51B,2.00B,2.04B
2017-02-01 23:45:00,JPY,Low Impact Expected,10-y Bond Auction,0.09|3.6,,0.06|3.6
2017-02-02 01:00:00,JPY,Low Impact Expected,Consumer Confidence,43.2,43.7,43.1
2017-02-02 04:00:00,EUR,Medium Impact Expected,Spanish Unemployment Change,57.3K,60.2K,-86.8K
2017-02-02 04:15:00,CHF,Low Impact Expected,Retail Sales y/y,-3.5%,0.5%,0.8%
2017-02-02 05:00:00,EUR,Low Impact Expected,ECB Economic Bulletin,,,
2017-02-02 05:30:00,GBP,High Impact Expected,Construction PMI,52.2,53.9,54.2
2017-02-02 05:57:00,EUR,Low Impact Expected,French 10-y Bond Auction,1.07|2.1,,0.78|2.0
2017-02-02 06:00:00,EUR,Low Impact Expected,PPI m/m,0.7%,0.5%,0.3%
2017-02-02 08:00:00,GBP,High Impact Expected,BOE Inflation Report,,,
2017-02-02 08:00:00,GBP,High Impact Expected,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9
2017-02-02 08:00:00,GBP,High Impact Expected,Monetary Policy Summary,,,
2017-02-02 08:00:00,GBP,High Impact Expected,Official Bank Rate,0.25%,0.25%,0.25%
2017-02-02 08:00:00,GBP,Medium Impact Expected,Asset Purchase Facility,435B,435B,435B
2017-02-02 08:00:00,GBP,Medium Impact Expected,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9
2017-02-02 08:15:00,EUR,High Impact Expected,ECB President Draghi Speaks,,,
2017-02-02 08:30:00,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
2017-02-02 08:30:00,USD,Low Impact Expected,Challenger Job Cuts y/y,-38.8%,,42.4%
2017-02-02 09:30:00,USD,High Impact Expected,Unemployment Claims,246K,251K,260K
2017-02-02 09:30:00,USD,Medium Impact Expected,Prelim Nonfarm Productivity q/q,1.3%,1.0%,3.1%
2017-02-02 09:30:00,USD,Medium Impact Expected,Prelim Unit Labor Costs q/q,1.7%,2.3%,0.7%
2017-02-02 11:30:00,USD,Low Impact Expected,Natural Gas Storage,-87B,-82B,-119B
2017-02-02 18:30:00,AUD,Low Impact Expected,AIG Services Index,54.5,,57.7
2017-02-02 19:50:00,JPY,Low Impact Expected,Monetary Policy Meeting Minutes,,,
2017-02-02 20:00:00,NZD,Low Impact Expected,ANZ Commodity Prices m/m,-0.1%,,0.7%
2017-02-02 21:45:00,CNY,High Impact Expected,Caixin Manufacturing PMI,51.0,51.8,51.9
2017-02-03 04:15:00,EUR,Low Impact Expected,Spanish Services PMI,54.2,54.7,55.0
2017-02-03 04:45:00,EUR,Low Impact Expected,Italian Services PMI,52.4,52.6,52.3
2017-02-03 04:50:00,EUR,Low Impact Expected,French Final Services PMI,54.1,53.9,53.9
2017-02-03 04:55:00,EUR,Low Impact Expected,German Final Services PMI,53.4,53.2,53.2
2017-02-03 05:00:00,EUR,Low Impact Expected,Final Services PMI,53.7,53.6,53.6
2017-02-03 05:30:00,GBP,High Impact Expected,Services PMI,54.5,55.8,56.2
2017-02-03 06:00:00,EUR,Low Impact Expected,Italian Prelim CPI m/m,0.2%,0.2%,0.4%
2017-02-03 06:00:00,EUR,Low Impact Expected,Retail Sales m/m,-0.3%,0.3%,-0.6%
2017-02-03 09:30:00,USD,High Impact Expected,Average Hourly Earnings m/m,0.1%,0.3%,0.2%
2017-02-03 09:30:00,USD,High Impact Expected,Non-Farm Employment Change,227K,170K,157K
2017-02-03 09:30:00,USD,High Impact Expected,Unemployment Rate,4.8%,4.7%,4.7%
2017-02-03 10:15:00,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
2017-02-03 10:45:00,USD,Low Impact Expected,Final Services PMI,55.6,55.1,55.1
2017-02-03 11:00:00,USD,High Impact Expected,ISM Non-Manufacturing PMI,56.5,57.0,57.2
2017-02-03 11:00:00,USD,Medium Impact Expected,Factory Orders m/m,1.3%,1.5%,-2.3%
2017-02-05 00:00:00,NZD,Non-Economic,Bank Holiday,,,
2017-02-05 20:00:00,AUD,Low Impact Expected,MI Inflation Gauge m/m,0.6%,,0.5%
2017-02-05 20:00:00,JPY,Low Impact Expected,Average Cash Earnings y/y,0.1%,0.4%,0.5%
2017-02-05 20:30:00,AUD,High Impact Expected,Retail Sales m/m,-0.1%,0.3%,0.1%
2017-02-05 20:30:00,AUD,Low Impact Expected,ANZ Job Advertisements m/m,4.0%,,-2.2%
2017-02-05 21:45:00,CNY,Medium Impact Expected,Caixin Services PMI,53.1,53.6,53.4
2017-02-06 03:00:00,EUR,Medium Impact Expected,German Factory Orders m/m,5.2%,0.6%,-3.6%
2017-02-06 05:10:00,EUR,Low Impact Expected,Retail PMI,50.1,,50.4
2017-02-06 05:30:00,EUR,Low Impact Expected,Sentix Investor Confidence,17.4,16.7,18.2
2017-02-06 10:00:00,EUR,High Impact Expected,ECB President Draghi Speaks,,,
2017-02-06 11:00:00,USD,Low Impact Expected,Labor Market Conditions Index m/m,1.3,,0.6
2017-02-06 15:00:00,USD,Low Impact Expected,Loan Officer Survey,,,
2017-02-06 17:30:00,USD,Medium Impact Expected,FOMC Member Harker Speaks,,,
2017-02-06 18:30:00,AUD,Low Impact Expected,AIG Construction Index,47.7,,47.0
2017-02-06 20:01:00,GBP,Low Impact Expected,BRC Retail Sales Monitor y/y,-0.6%,,1.0%
2017-02-06 22:00:00,NZD,High Impact Expected,Inflation Expectations q/q,1.9%,,1.7%
2017-02-06 23:30:00,AUD,High Impact Expected,Cash Rate,1.50%,1.50%,1.50%
2017-02-06 23:30:00,AUD,High Impact Expected,RBA Rate Statement,,,
2017-02-07 01:00:00,JPY,Low Impact Expected,Leading Indicators,105.2%,105.6%,102.8%
2017-02-07 02:45:00,CHF,Low Impact Expected,SECO Consumer Climate,-3,-11,-13
2017-02-07 03:00:00,EUR,Low Impact Expected,German Industrial Production m/m,-3.0%,0.2%,0.5%
2017-02-07 03:45:00,EUR,Low Impact Expected,French Gov Budget Balance,-69.0B,,-93.3B
2017-02-07 03:45:00,EUR,Low Impact Expected,French Trade Balance,-3.4B,-4.2B,-4.4B
2017-02-07 04:00:00,CHF,Low Impact Expected,Foreign Currency Reserves,644B,,645B
2017-02-07 04:30:00,GBP,Medium Impact Expected,Halifax HPI m/m,-0.9%,0.2%,1.6%
2017-02-07 09:30:00,CAD,High Impact Expected,Trade Balance,0.9B,1.2B,1.0B
2017-02-07 09:30:00,CAD,Medium Impact Expected,Building Permits m/m,-6.6%,-3.5%,-1.2%
2017-02-07 09:30:00,USD,Medium Impact Expected,Trade Balance,-44.3B,-45.0B,-45.7B
2017-02-07 10:00:00,NZD,High Impact Expected,GDT Price Index,1.3%,,0.6%
2017-02-07 11:00:00,CAD,Medium Impact Expected,Ivey PMI,57.2,58.3,60.8
2017-02-07 11:00:00,USD,Medium Impact Expected,JOLTS Job Openings,5.50M,5.56M,5.51M
2017-02-07 11:00:00,USD,Low Impact Expected,IBD/TIPP Economic Optimism,56.4,56.2,55.6
2017-02-07 16:00:00,USD,Low Impact Expected,Consumer Credit m/m,14.2B,20.3B,25.2B
2017-02-07 19:50:00,JPY,Low Impact Expected,BOJ Summary of Opinions,,,
2017-02-07 19:50:00,JPY,Low Impact Expected,Bank Lending y/y,2.5%,2.7%,2.6%
2017-02-07 19:50:00,JPY,Low Impact Expected,Current Account,1.67T,1.71T,1.80T
2017-02-08 01:00:00,JPY,Low Impact Expected,Economy Watchers Sentiment,49.8,51.9,51.4
2017-02-08 06:33:00,EUR,Low Impact Expected,German 10-y Bond Auction,0.33|2.2,,0.36|1.8
2017-02-08 09:00:00,GBP,Medium Impact Expected,MPC Member Cunliffe Speaks,,,
2017-02-08 09:13:00,CAD,Low Impact Expected,Housing Starts,207K,202K,206K
2017-02-08 11:30:00,USD,High Impact Expected,Crude Oil Inventories,13.8M,2.7M,6.5M
2017-02-08 14:01:00,USD,Low Impact Expected,10-y Bond Auction,2.33|2.3,,2.34|2.6
2017-02-08 16:00:00,NZD,High Impact Expected,Official Cash Rate,1.75%,1.75%,1.75%
2017-02-08 16:00:00,NZD,High Impact Expected,RBNZ Rate Statement,,,
2017-02-08 16:00:00,NZD,Medium Impact Expected,RBNZ Monetary Policy Statement,,,
2017-02-08 17:00:00,NZD,High Impact Expected,RBNZ Press Conference,,,
2017-02-08 17:45:00,NZD,Low Impact Expected,Building Consents m/m,-7.2%,,-9.6%
2017-02-08 19:50:00,JPY,Low Impact Expected,Core Machinery Orders m/m,6.7%,3.2%,-5.1%
2017-02-08 19:50:00,JPY,Low Impact Expected,M2 Money Stock y/y,4.1%,4.0%,4.0%
2017-02-08 20:00:00,AUD,Low Impact Expected,HIA New Home Sales m/m,0.2%,,6.1%
2017-02-08 20:01:00,GBP,Low Impact Expected,RICS House Price Balance,25%,23%,23%
2017-02-08 20:10:00,NZD,High Impact Expected,RBNZ Gov Wheeler Speaks,,,
2017-02-08 20:30:00,AUD,Medium Impact Expected,NAB Quarterly Business Confidence,5,,6
2017-02-08 23:45:00,JPY,Low Impact Expected,30-y Bond Auction,0.91|3.2,,0.75|3.3
2017-02-09 02:00:00,JPY,Low Impact Expected,Prelim Machine Tool Orders y/y,3.5%,,4.4%
2017-02-09 02:45:00,CHF,Low Impact Expected,Unemployment Rate,3.3%,3.3%,3.3%
2017-02-09 03:00:00,EUR,Low Impact Expected,German Trade Balance,18.4B,23.2B,21.8B
2017-02-09 05:00:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,
2017-02-09 06:34:00,GBP,Low Impact Expected,30-y Bond Auction,1.86|1.6,,1.96|1.7
2017-02-09 09:30:00,CAD,Medium Impact Expected,NHPI m/m,0.1%,0.3%,0.2%
2017-02-09 09:30:00,USD,High Impact Expected,Unemployment Claims,234K,249K,246K
2017-02-09 11:00:00,USD,Low Impact Expected,Final Wholesale Inventories m/m,1.0%,1.0%,1.0%
2017-02-09 11:30:00,USD,Low Impact Expected,Natural Gas Storage,-152B,-155B,-87B
2017-02-09 12:35:00,CAD,Medium Impact Expected,Gov Council Member Schembri Speaks,,,
2017-02-09 14:01:00,USD,Low Impact Expected,30-y Bond Auction,3.01|2.2,,2.91|2.3
2017-02-09 14:10:00,USD,Medium Impact Expected,FOMC Member Evans Speaks,,,
2017-02-09 14:30:00,GBP,High Impact Expected,BOE Gov Carney Speaks,,,
2017-02-09 19:50:00,JPY,Low Impact Expected,PPI y/y,0.5%,0.0%,-1.2%
2017-02-09 20:30:00,AUD,High Impact Expected,RBA Monetary Policy Statement,,,
2017-02-09 20:30:00,AUD,Low Impact Expected,Home Loans m/m,0.4%,1.0%,1.3%
2017-02-09 22:57:00,CNY,High Impact Expected,Trade Balance,355B,295B,275B
2017-02-09 23:24:00,CNY,Low Impact Expected,USD-Denominated Trade Balance,51.4B,49.8B,40.8B
2017-02-10 00:30:00,JPY,Low Impact Expected,Tertiary Industry Activity m/m,-0.4%,-0.1%,0.3%
2017-02-10 03:45:00,EUR,Low Impact Expected,French Industrial Production m/m,-0.9%,-0.6%,2.4%
2017-02-10 03:45:00,EUR,Low Impact Expected,French Prelim Private Payrolls q/q,0.4%,0.3%,0.3%
2017-02-10 05:00:00,EUR,Low Impact Expected,Italian Industrial Production m/m,1.4%,0.1%,0.8%
2017-02-10 05:30:00,GBP,High Impact Expected,Manufacturing Production m/m,2.1%,0.3%,1.4%
2017-02-10 05:30:00,GBP,Medium Impact Expected,Goods Trade Balance,-10.9B,-11.5B,-11.6B
2017-02-10 05:30:00,GBP,Low Impact Expected,Construction Output m/m,1.8%,1.1%,0.4%
2017-02-10 05:30:00,GBP,Low Impact Expected,Industrial Production m/m,1.1%,-0.2%,2.0%
2017-02-10 09:30:00,CAD,High Impact Expected,Employment Change,48.3K,-10.1K,53.7K
2017-02-10 09:30:00,CAD,High Impact Expected,Unemployment Rate,6.8%,6.9%,6.9%
2017-02-10 09:30:00,USD,Medium Impact Expected,Import Prices m/m,0.4%,0.4%,0.5%
2017-02-10 10:03:00,GBP,Low Impact Expected,NIESR GDP Estimate,0.7%,,0.6%
2017-02-10 11:00:00,USD,High Impact Expected,Prelim UoM Consumer Sentiment,95.7,97.9,98.5
2017-02-10 11:00:00,USD,Low Impact Expected,Prelim UoM Inflation Expectations,2.8%,,2.6%
2017-02-10 15:00:00,USD,Low Impact Expected,Federal Budget Balance,51.3B,29.7B,-27.3B
2017-02-11 08:30:00,USD,Medium Impact Expected,FOMC Member Fischer Speaks,,,
2017-02-12 19:50:00,JPY,High Impact Expected,Prelim GDP q/q,0.2%,0.3%,0.3%
2017-02-12 19:50:00,JPY,Low Impact Expected,Prelim GDP Price Index y/y,-0.1%,-0.2%,-0.2%
2017-02-13 03:00:00,EUR,Low Impact Expected,German WPI m/m,0.8%,0.3%,1.2%
2017-02-13 06:00:00,EUR,Medium Impact Expected,EU Economic Forecasts,,,
2017-02-13 17:45:00,NZD,Low Impact Expected,FPI m/m,2.8%,,-0.8%
2017-02-13 20:30:00,AUD,Low Impact Expected,NAB Business Confidence,10,,6
2017-02-13 21:30:00,CNY,High Impact Expected,CPI y/y,2.5%,2.4%,2.1%
2017-02-13 21:30:00,CNY,Medium Impact Expected,PPI y/y,6.9%,6.6%,5.5%
2017-02-14 00:30:00,JPY,Low Impact Expected,Revised Industrial Production m/m,0.7%,0.5%,0.5%
2017-02-14 03:00:00,EUR,Medium Impact Expected,German Prelim GDP q/q,0.4%,0.5%,0.2%
2017-02-14 03:00:00,EUR,Low Impact Expected,German Final CPI m/m,-0.6%,-0.6%,-0.6%
2017-02-14 04:15:00,CHF,Medium Impact Expected,PPI m/m,0.4%,0.3%,0.2%
2017-02-14 04:15:00,CHF,Low Impact Expected,CPI m/m,0.0%,-0.1%,-0.1%
2017-02-14 05:00:00,EUR,Low Impact Expected,Italian Prelim GDP q/q,0.2%,0.3%,0.3%
2017-02-14 05:01:00,CNY,Low Impact Expected,M2 Money Supply y/y,11.3%,11.3%,11.3%
2017-02-14 05:01:00,CNY,Low Impact Expected,New Loans,2030B,2440B,1040B
2017-02-14 05:30:00,GBP,High Impact Expected,CPI y/y,1.8%,1.9%,1.6%
2017-02-14 05:30:00,GBP,Medium Impact Expected,PPI Input m/m,1.7%,1.0%,2.7%
2017-02-14 05:30:00,GBP,Medium Impact Expected,RPI y/y,2.6%,2.8%,2.5%
2017-02-14 05:30:00,GBP,Low Impact Expected,Core CPI y/y,1.6%,1.7%,1.6%
2017-02-14 05:30:00,GBP,Low Impact Expected,HPI y/y,7.2%,6.9%,6.1%
2017-02-14 05:30:00,GBP,Low Impact Expected,PPI Output m/m,0.6%,0.4%,0.2%
2017-02-14 06:00:00,EUR,Medium Impact Expected,Flash GDP q/q,0.4%,0.5%,0.5%
2017-02-14 06:00:00,EUR,Medium Impact Expected,German ZEW Economic Sentiment,10.4,15.1,16.6
2017-02-14 06:00:00,EUR,Low Impact Expected,Industrial Production m/m,-1.6%,-1.4%,1.5%
2017-02-14 06:00:00,EUR,Low Impact Expected,ZEW Economic Sentiment,17.1,22.3,23.2
2017-02-14 06:59:00,USD,Low Impact Expected,NFIB Small Business Index,105.9,105.1,105.8
2017-02-14 09:30:00,USD,High Impact Expected,PPI m/m,0.6%,0.3%,0.3%
2017-02-14 09:30:00,USD,Medium Impact Expected,Core PPI m/m,0.4%,0.2%,0.2%
2017-02-14 11:00:00,USD,High Impact Expected,Fed Chair Yellen Testifies,,,
2017-02-14 11:00:00,USD,Low Impact Expected,Fed Monetary Policy Report,,,
2017-02-14 14:00:00,USD,Medium Impact Expected,FOMC Member Kaplan Speaks,,,
2017-02-14 19:30:00,AUD,Low Impact Expected,Westpac Consumer Sentiment,2.3%,,0.1%
2017-02-14 20:30:00,AUD,Low Impact Expected,New Motor Vehicle Sales m/m,0.6%,,0.1%
2017-02-15 05:30:00,GBP,High Impact Expected,Average Earnings Index 3m/y,2.6%,2.8%,2.8%
2017-02-15 05:30:00,GBP,High Impact Expected,Claimant Count Change,-42.4K,1.1K,-20.5K
2017-02-15 05:30:00,GBP,Medium Impact Expected,Unemployment Rate,4.8%,4.8%,4.8%
2017-02-15 06:00:00,EUR,Low Impact Expected,Trade Balance,24.5B,22.5B,22.2B
2017-02-15 09:30:00,CAD,High Impact Expected,Manufacturing Sales m/m,2.3%,1.4%,2.3%
2017-02-15 09:30:00,USD,High Impact Expected,CPI m/m,0.6%,0.3%,0.3%
2017-02-15 09:30:00,USD,High Impact Expected,Core CPI m/m,0.3%,0.2%,0.2%
2017-02-15 09:30:00,USD,High Impact Expected,Core Retail Sales m/m,0.8%,0.4%,0.4%
2017-02-15 09:30:00,USD,High Impact Expected,Retail Sales m/m,0.4%,0.1%,1.0%
2017-02-15 09:30:00,USD,Medium Impact Expected,Empire State Manufacturing Index,18.7,7.2,6.5
2017-02-15 10:15:00,USD,Medium Impact Expected,Capacity Utilization Rate,75.3%,75.6%,75.6%
2017-02-15 10:15:00,USD,Medium Impact Expected,Industrial Production m/m,-0.3%,0.1%,0.6%
2017-02-15 10:30:00,GBP,Low Impact Expected,CB Leading Index m/m,0.0%,,0.0%
2017-02-15 11:00:00,USD,High Impact Expected,Fed Chair Yellen Testifies,,,
2017-02-15 11:00:00,USD,Medium Impact Expected,Mortgage Delinquencies,4.80%,,4.52%
2017-02-15 11:00:00,USD,Low Impact Expected,Business Inventories m/m,0.4%,0.5%,0.8%
2017-02-15 11:00:00,USD,Low Impact Expected,NAHB Housing Market Index,65,68,67
2017-02-15 11:30:00,USD,High Impact Expected,Crude Oil Inventories,9.5M,3.7M,13.8M
2017-02-15 13:45:00,USD,Medium Impact Expected,FOMC Member Harker Speaks,,,
2017-02-15 17:00:00,USD,Low Impact Expected,TIC Long-Term Purchases,-12.9B,19.1B,34.4B
2017-02-15 20:00:00,AUD,Low Impact Expected,MI Inflation Expectations,4.1%,,4.3%
2017-02-15 20:15:00,USD,Medium Impact Expected,FOMC Member Dudley Speaks,,,
2017-02-15 20:25:00,JPY,Medium Impact Expected,BOJ Gov Kuroda Speaks,,,
2017-02-15 20:30:00,AUD,High Impact Expected,Employment Change,13.5K,9.7K,16.3K
2017-02-15 20:30:00,AUD,High Impact Expected,Unemployment Rate,5.7%,5.8%,5.8%
2017-02-15 22:00:00,CNY,Low Impact Expected,Foreign Direct Investment ytd/y,-9.2%,,4.1%
2017-02-16 05:00:00,EUR,Low Impact Expected,Italian Trade Balance,5.80B,4.00B,4.19B
2017-02-16 05:46:00,EUR,Low Impact Expected,Spanish 10-y Bond Auction,1.73|3.0,,1.45|1.4
2017-02-16 08:30:00,EUR,Medium Impact Expected,ECB Monetary Policy Meeting Accounts,,,
2017-02-16 09:30:00,USD,High Impact Expected,Building Permits,1.29M,1.23M,1.23M
2017-02-16 09:30:00,USD,High Impact Expected,Philly Fed Manufacturing Index,43.3,18.5,23.6
2017-02-16 09:30:00,USD,High Impact Expected,Unemployment Claims,239K,243K,234K
2017-02-16 09:30:00,USD,Medium Impact Expected,Housing Starts,1.25M,1.23M,1.28M
2017-02-16 11:30:00,USD,Low Impact Expected,Natural Gas Storage,-114B,-130B,-152B
2017-02-16 13:30:00,USD,High Impact Expected,President Trump Speaks,,,
2017-02-16 17:30:00,NZD,Low Impact Expected,Business NZ Manufacturing Index,51.6,,54.2
2017-02-16 17:45:00,NZD,High Impact Expected,Retail Sales q/q,0.6%,1.1%,0.7%
2017-02-16 17:47:00,NZD,Medium Impact Expected,Core Retail Sales q/q,0.6%,0.9%,0.2%
2017-02-17 05:00:00,EUR,Low Impact Expected,Current Account,31.0B,28.7B,36.4B
2017-02-17 05:30:00,GBP,High Impact Expected,Retail Sales m/m,-0.3%,1.0%,-2.1%
2017-02-17 09:30:00,CAD,Medium Impact Expected,Foreign Securities Purchases,10.23B,11.59B,7.26B
2017-02-17 11:00:00,USD,Low Impact Expected,CB Leading Index m/m,0.6%,0.5%,0.5%
2017-02-19 17:45:00,NZD,High Impact Expected,PPI Input q/q,1.0%,0.9%,1.5%
2017-02-19 17:45:00,NZD,Low Impact Expected,PPI Output q/q,1.5%,0.6%,1.0%
2017-02-19 19:50:00,JPY,Low Impact Expected,Trade Balance,0.16T,0.28T,0.33T
2017-02-19 20:01:00,GBP,Low Impact Expected,Rightmove HPI m/m,2.0%,,0.4%
2017-02-20 03:00:00,EUR,Low Impact Expected,German PPI m/m,0.7%,0.3%,0.4%
2017-02-20 00:00:00,EUR,Medium Impact Expected,Eurogroup Meetings,,,
2017-02-20 07:00:00,EUR,Low Impact Expected,German Buba Monthly Report,,,
2017-02-20 07:00:00,GBP,Low Impact Expected,CBI Industrial Order Expectations,8,5,5
2017-02-20 00:00:00,USD,Non-Economic,Bank Holiday,,,
2017-02-20 09:30:00,CAD,Medium Impact Expected,Wholesale Sales m/m,0.7%,0.4%,0.1%
2017-02-20 11:00:00,EUR,Low Impact Expected,Consumer Confidence,-6,-5,-5
2017-02-20 20:30:00,AUD,High Impact Expected,Monetary Policy Meeting Minutes,,,
2017-02-20 20:30:00,JPY,Low Impact Expected,Flash Manufacturing PMI,53.5,52.1,52.7
2017-02-21 00:30:00,JPY,Low Impact Expected,All Industries Activity m/m,-0.3%,-0.2%,0.4%
2017-02-21 03:00:00,CHF,Low Impact Expected,Trade Balance,4.73B,3.03B,2.69B
2017-02-21 03:45:00,EUR,Low Impact Expected,French Final CPI m/m,-0.2%,-0.2%,-0.2%
2017-02-21 04:00:00,EUR,Medium Impact Expected,French Flash Manufacturing PMI,52.3,53.5,53.6
2017-02-21 04:00:00,EUR,Medium Impact Expected,French Flash Services PMI,56.7,53.8,54.1
2017-02-21 04:30:00,EUR,Medium Impact Expected,German Flash Manufacturing PMI,57.0,56.2,56.4
2017-02-21 04:30:00,EUR,Medium Impact Expected,German Flash Services PMI,54.4,53.6,53.4
2017-02-21 05:00:00,EUR,Medium Impact Expected,Flash Manufacturing PMI,55.5,55.0,55.2
2017-02-21 05:00:00,EUR,Medium Impact Expected,Flash Services PMI,55.6,53.7,53.7
2017-02-21 05:30:00,GBP,Medium Impact Expected,Public Sector Net Borrowing,-9.8B,-14.4B,4.2B
2017-02-21 06:00:00,GBP,High Impact Expected,Inflation Report Hearings,,,
2017-02-21 00:00:00,EUR,Medium Impact Expected,ECOFIN Meetings,,,
2017-02-21 09:50:00,USD,Medium Impact Expected,FOMC Member Kashkari Speaks,,,
2017-02-21 09:52:00,NZD,High Impact Expected,GDT Price Index,-3.2%,,1.3%
2017-02-21 10:45:00,USD,Low Impact Expected,Flash Manufacturing PMI,54.3,54.7,55.0
2017-02-21 10:45:00,USD,Low Impact Expected,Flash Services PMI,53.9,55.8,55.6
2017-02-21 11:30:00,AUD,Low Impact Expected,CB Leading Index m/m,-0.1%,,0.5%
2017-02-21 13:00:00,USD,Medium Impact Expected,FOMC Member Harker Speaks,,,
2017-02-21 17:30:00,AUD,High Impact Expected,RBA Gov Lowe Speaks,,,
2017-02-21 19:30:00,AUD,Low Impact Expected,MI Leading Index m/m,0.0%,,0.4%
2017-02-21 20:30:00,AUD,Medium Impact Expected,Construction Work Done q/q,-0.2%,0.5%,-4.4%
2017-02-21 20:30:00,AUD,Medium Impact Expected,Wage Price Index q/q,0.5%,0.5%,0.4%
2017-02-21 22:00:00,NZD,Low Impact Expected,Credit Card Spending y/y,7.1%,,8.6%
2017-02-22 05:00:00,CHF,Low Impact Expected,Credit Suisse Economic Expectations,19.4,,18.5
2017-02-22 05:00:00,EUR,Medium Impact Expected,German Ifo Business Climate,111.0,109.6,109.9
2017-02-22 05:30:00,GBP,High Impact Expected,Second Estimate GDP q/q,0.7%,0.6%,0.6%
2017-02-22 05:30:00,GBP,Medium Impact Expected,Prelim Business Investment q/q,-1.0%,0.0%,0.4%
2017-02-22 05:30:00,GBP,Low Impact Expected,Index of Services 3m/3m,0.8%,0.8%,0.9%
2017-02-22 06:00:00,EUR,Low Impact Expected,Final CPI y/y,1.8%,1.8%,1.8%
2017-02-22 06:00:00,EUR,Low Impact Expected,Final Core CPI y/y,0.9%,0.9%,0.9%
2017-02-22 06:35:00,EUR,Low Impact Expected,German 30-y Bond Auction,1.04|1.3,,1.20|1.4
2017-02-22 07:00:00,GBP,Medium Impact Expected,MPC Member Cunliffe Speaks,,,
